example_id                                                             | status  | run_time        |
./spec/policies/system_role_policy_spec.rb[1:2:1]                      | passed  | 0.03276 seconds |
./spec/policies/system_role_policy_spec.rb[1:2:2]                      | passed  | 0.039 seconds   |
./spec/policies/system_role_policy_spec.rb[1:3:1]                      | passed  | 0.03661 seconds |
./spec/policies/system_role_policy_spec.rb[1:3:2]                      | passed  | 0.06462 seconds |
./spec/policies/system_role_policy_spec.rb[1:4:1]                      | passed  | 0.046 seconds   |
./spec/policies/system_role_policy_spec.rb[1:4:2]                      | passed  | 0.03729 seconds |
./spec/policies/system_role_policy_spec.rb[1:5:1]                      | passed  | 0.03717 seconds |
./spec/policies/system_role_policy_spec.rb[1:5:2]                      | passed  | 0.05899 seconds |
./spec/policies/system_role_policy_spec.rb[1:6:1]                      | passed  | 0.03291 seconds |
./spec/policies/system_role_policy_spec.rb[1:6:2]                      | passed  | 0.03688 seconds |
./spec/policies/system_role_policy_spec.rb[1:7:1]                      | passed  | 0.04492 seconds |
./spec/policies/system_role_policy_spec.rb[1:7:2]                      | passed  | 0.04591 seconds |
./spec/policies/system_role_policy_spec.rb[1:8:1]                      | passed  | 0.05161 seconds |
./spec/policies/system_role_policy_spec.rb[1:8:2]                      | passed  | 0.04057 seconds |
./spec/policies/user_policy_spec.rb[1:1:1]                             | passed  | 0.0382 seconds  |
./spec/policies/user_policy_spec.rb[1:1:2]                             | passed  | 0.04761 seconds |
./spec/policies/user_policy_spec.rb[1:2:1]                             | passed  | 0.03222 seconds |
./spec/policies/user_policy_spec.rb[1:2:2]                             | passed  | 0.03728 seconds |
./spec/policies/user_policy_spec.rb[1:3:1]                             | passed  | 0.06243 seconds |
./spec/policies/user_policy_spec.rb[1:3:2]                             | passed  | 0.03042 seconds |
./spec/policies/user_policy_spec.rb[1:4:1]                             | passed  | 0.05763 seconds |
./spec/policies/user_policy_spec.rb[1:4:2]                             | passed  | 0.04299 seconds |
./spec/policies/user_policy_spec.rb[1:5:1]                             | passed  | 0.03796 seconds |
./spec/policies/user_policy_spec.rb[1:5:2]                             | passed  | 0.03968 seconds |
./spec/policies/user_policy_spec.rb[1:6:1]                             | passed  | 0.03734 seconds |
./spec/policies/user_policy_spec.rb[1:6:2]                             | passed  | 0.03692 seconds |
./spec/policies/user_policy_spec.rb[1:7:1]                             | passed  | 0.03828 seconds |
./spec/policies/user_policy_spec.rb[1:7:2]                             | passed  | 0.05045 seconds |
./spec/policies/user_policy_spec.rb[1:8:1]                             | passed  | 0.04846 seconds |
./spec/policies/user_policy_spec.rb[1:8:2]                             | passed  | 0.04619 seconds |
./spec/policies/user_policy_spec.rb[1:9:1]                             | passed  | 0.05129 seconds |
./spec/policies/user_policy_spec.rb[1:9:2]                             | passed  | 0.0376 seconds  |
./spec/tasks/maintenance/import_system_permissions_task_spec.rb[1:1:1] | pending | 0.00001 seconds |
